SECURITY_ID,UNDERLYING_SYMBOL
27020,ABINFRA
27037,TBZ
27047,MASTERTR
2705,PRAJIND
27052,SAGILITY
27061,ACMESOLAR
27066,SWIGGY
27067,VSSL
27075,LIQUIDPLUS
27079,KPEL
2708,PRAKASH
27084,KMEW
2709,MTARTECH
27095,SWANCORP
27097,NIVABUPA
27107,SPECIALITY
2711,PRECOT
27144,BLACKBUCK
2716,BUTTERFLY
27161,CINELINE
2717,PRECWIRE
27171,RACLGEAR
27176,NTPCGREEN
27213,EIEL
27297,RTNINDIA
27303,SAMPANN
27334,SURAKSHA
27353,ROSSTECH
2739,PRSMJOHNSN
275,AUROPHARMA
277,GICRE
27754,INNOVANA
278,AUTOAXLES
2783,JUBLINGREA
27839,SAILIFE
2792,EASEMYTRIP
2794,RSWM
27969,VMM
28046,MOBIKWIK
2809,RAJSREESUG
28125,IKS
2814,ARVEE
2816,RALLIS
2829,ANURAS
28314,ANUHPHR
2837,RANASUG
28378,IGIL
2841,LXCHEM
2844,RANEHOLDIN
2854,CRAFTSMAN
2859,RAYMOND
2866,RCF
28662,DAMCAPITAL
2868,HITECH
28687,MAMATA
28714,TRANSRAILL
28764,CEWATER
28805,SANATHAN
28847,VENTIVE
2885,RELIANCE
28859,PROZONER
28879,CARRARO
28888,SENORES
28899,KITEX
28906,MAYURUNIQ
28913,ROSSELLIND
28960,UNIMECH
28969,CONSUMER
29008,TVSHLTD
29019,ECAPINSURE
29025,INDOFARM
29050,ZUARI
29075,SETL
29087,QUADFUTURE
2909,RICOAUTO
29098,DDEVPLSTIK
29113,CARERATING
2912,RIIL
29124,PCJEWELLER
29135,INDUSTOWER
29146,NAVKARURB
29171,LAXMIDENTL
29204,STALLION
29224,ONESOURCE
29251,ITCHOTELS
29256,DENTA
29284,VMART
2939,RUBYMILLS
29423,MOHITIND
29439,SUPREME
29452,AGARWALEYE
29459,MOSCHIP
29464,NEXT30ADD
29472,PROTEAN
29482,MCLOUD
29487,NIBE
29492,ORCHASP
29527,GROWWRAIL
2955,KALYANKJIL
29553,NIFTYIETF
29577,NIF100BEES
29583,NATCAPSUQ
29590,JUBLCPL
29598,REPCOHOME
29624,AJAXENGG
2963,SAIL
29666,HEXT
29678,BAJAJINDEF
29687,UNIONGOLD
2969,SAKHTISUG
2970,SURYODAY
29711,QPOWER
2972,ORIENTELEC
29731,GUJTHEM
29733,NIBL
29758,MSCIINDIA
2987,NAZARA
29872,GROWWN200
29877,VIVIDHA
2988,SANDESH
29944,NIFTY100EW
29962,JUSTDIAL
29975,AONETOTAL
3001,BSE500IETF
3002,WONDERLA
30023,ATULAUTO
30065,MOCAPITAL
30089,ORIENTCEM
3009,KOHINOOR
3010,AXISTECETF
30105,GOLD360
30108,ABFRL
30109,SELECTIPO
30121,EQUAL200
30125,SAMMAANCAP
30134,PRABHA
30139,CASHIETF
30155,AXISVALUE
3018,SAURASHCEM
3021,SOTL
3024,JINDALSAW
30244,BHARATSE
30249,ISHANCH
30274,SILVERCASE
30290,SBIBPB
30323,ESSENTIA
30392,NIF100IETF
3045,SBIN
30455,SPECTRUM
30469,MID150
30472,AONELIQUID
3048,SCI
305,BAJAJHLDNG
3063,VEDL
3066,SESHAPAPER
3078,SHANTIGEAR
308,BAJAJHIND
30835,PILITA
3088,INDOSTAR
3099,SHREDIGCEM
31017,THOMASCOTT
3103,SHREECEM
31107,DBSTOCKBRO
31138,COMPUSOFT
31163,RHIM
31181,MCX
312,TIINDIA
31258,NDL
3126,SHREYANIND
3127,UFBL
3129,TRANSWORLD
3138,HONDAPOWER
31415,NBCC
31468,LYPSAGEMS
31475,ORBTEXP
3149,BORORENEW
3150,SIEMENS
31507,JPOLYINVST
3162,SIMPLEXINF
317,BAJFINANCE
3172,GILT5YBEES
31837,SREEL
3186,SKFINDIA
3220,LODHA
3237,JTEKTINDIA
324,ANGELONE
3247,NITIRAJ
3252,SPIC
3273,SRF
3275,TEMBO
3291,STARPAPER
3292,DEEPINDS
330,VALIANTORG
3316,MODISONLTD
3321,SPMLINFRA
3324,SUBROS
3327,SUDARSCHEM
3329,ISGEC
3339,SUNDARMFIN
3345,SUNDRMFAST
3348,SUNFLAG
335,BALKRISIND
3351,SUNPHARMA
3357,SUPERSPIN
3363,SUPREMEIND
3375,SURYAROSNI
338,BALMLAWRIE
3384,SWARAJENG
3387,SMLMAH
3389,AGARIND
3396,TAINWALCHM
34,ADOR
3403,AJOONI
3405,TATACHEM
341,BALRAMCHIN
3411,TATAELXSI
3417,HONAUT
342,CAMS
3426,TATAPOWER
3432,TATACONSUM
3435,BBOX
3453,TECILCHEM
3456,TMPV
3466,TFCILTD
347,BANARBEADS
3475,THERMAX
3481,THOMASCOOK
3482,CLSEL
3484,TIL
3496,TIRUMALCHM
3499,TATASTEEL
350,BANARISUG
3506,TITAN
3507,MAFANG
3509,TNPETRO
3512,TNTELE
3518,TORNTPHARM
3531,TRANSPEK
3546,TTKPRESTIG
3563,ADANIGREEN
357,NAM-INDIA
3570,UCAL
3579,UNICHEMLAB
3586,MOKSH
359,ROML
3594,UNITECH
3607,UNIVCABLES
3608,AXISHCETF
3626,HEALTHIETF
3637,JUBLPHARMA
3672,SOLARA
3676,VESUVIUS
368,BASF
3693,GAYAHWS
3694,VINDHYATEL
3703,VIPIND
371,BATAINDIA
3715,VLSFINANCE
3718,VOLTAS
3721,TATACOMM
3724,VSTIND
3727,ANMOL
3736,WALCHANNAG
3744,FINEORG
3748,WEIZMANIND
3757,VENKEYS
3761,RITES
3766,WHEELS
3772,WILLAMAGOR
3781,WIMPLAST
3787,WIPRO
3799,WSTCSTPAPR
380,BBTC
381,SINTERCOM
3812,ZEEL
3813,ARIHANTCAP
3821,ZODIACLOTH
3827,ZUARIIND
383,BEL
3834,BHARATRAS
385,MAHLOG
3857,VARROC
3880,SOMANYCERA
3892,HATSUN
3906,CAPLIPOINT
3918,NATCOPHARM
393,GLOBE
395,BEML
3963,GOCLCORP
3965,REMSONSIND
3980,TNPL
3987,GREENPLY
399,NIACL
4,21STCENMGM
40,AEGISLOG
4007,CORALFINAC
4010,PVP
4014,NAVA
4037,AUSOMENT
404,BERGEPAINT
4040,EIMCOELECO
4041,JAYAGROGN
4055,PANACEABIO
4064,CUBEXTUB
4067,MARICO
4105,SILINV
4130,REGENCERAM
4136,BIOFILCHEM
4157,KEYFINSERV
4160,NORBTEAEXP
4176,ZENITHEXPO
4179,SUNDRMBRAK
4184,SANGAMIND
419,BEPL
4201,SOMATEX
4204,MOTHERSON
422,BHARATFORG
4221,VISAKAIND
4229,ZFSTEERING
4235,WENDT
4244,HDFCAMC
425,KHADIM
426,BHARATGEAR
4279,DENORA
4299,STERTOOLS
4306,SHRIRAMFIN
4344,PUNJABCHEM
436,IFGLEXPOR
4378,SENSEXIETF
438,BHEL
4391,GULFOILLUB
4394,MIRZAINT
4410,JAGSNPHARM
4421,CREDITACC
4422,INDIANCARD
4444,HAWKINCOOK
445,5PAISA
4469,ELECTHERM
4471,ELPROINTL
4481,AARTIDRUGS
4487,ALKYLAMINE
4491,BOSCH-HCIL
4503,MPHASIS
4522,SIGIND
4525,DYNAMATECH
4529,NEXT50IETF
4548,GUJRAFFIA
4566,RUCHINFRA
4568,ATLASCYCLE
4587,RAMCOIND
4594,KOTHARIPET
4598,HERITGFOOD
4656,SBCL
4668,BANKBARODA
467,HDFCLIFE
4681,BLUECHIP
4684,SONACOMS
4693,SHYAMMETL
471,OSWALGREEN
4717,GAIL
4732,SKMEGGPROD
474,3MINDIA
4745,BANKINDIA
4747,INDNIPPON
4749,CONCOR
4751,INDRAMEDCO
4771,TCIFINANCE
48,HAPPSTMNDS
480,BIRLACORPN
4809,KCPSUGIND
4822,DODLA
4838,LIQUIDIETF
4843,SNOWMAN
4847,KIMS
4870,INDSWFTLAB
489,ICEMAKE
4892,SAREGAMA
4898,FDC
4907,ENGINERSIN
4911,MADRASFERT
4934,IPL
495,BLUEDART
4953,ADROITINFO
4957,GANGAFORGE
4963,ICICIBANK
4973,PHARMABEES
4986,IRCON
4992,SHARDACROP
5049,CLEAN
5054,GRINFRA
5068,SHEMAROO
509,MAZDOCK
5097,ETERNAL
5108,KPIGREEN
5114,SGIL
513,BOMDYEING
5143,JAICORPLTD
5162,TATVA
5168,SBIETFCON
5186,STYLAMIND
5192,KOVAI
5194,ANTGRAPHIC
5200,GRAUWEIL
5204,GMDCLTD
522,ICICIB22
5220,BFSI
5239,MAHAPEXLTD
5258,INDUSINDBK
526,BPCL
5264,PDSL
5265,ALIVUS
527,UTIAMC
5279,ROLEXRINGS
5292,PRITIKAUTO
530,BPL
5306,FMCGIETF
5313,UGROCAP
5352,EXXARO
5359,KRSNAA
5366,WINDLAS
5373,DEVYANI
5378,ASAHIINDIA
5382,EPIGRAL
5385,AAVAS
5394,MOL
5401,NGIL
5407,CARTRADE
5426,NUVOCO
5428,TRIGYN
5435,APTUS
5449,CHEMPLASTS
547,BRITANNIA
5475,GRSE
5501,YUKEN
5507,SERVOTECH
5516,JAIPURKURT
5528,KOTHARIPRO
5578,ACUTAAS
5585,VIJAYA
559,BSL
5606,INTLCONV
5610,ASTRAZEN
5614,GANESHBE
5622,CEMPRO
5631,PAR
5633,J&KBANK
5650,SHANTI
5688,ARCHIES
5701,CUB
5732,AXISCETF
5748,CYIENT
5751,SANSERA
5782,MASPTOP50
583,CANFINHOME
5851,BANKNIFTY1
5865,LAGNAM
5900,AXISBANK
5911,PARAS
592,GRAPHITE
5926,INTELLECT
5938,MONTECARLO
5948,SOUTHBANK
595,CARBORUNIV
5957,BSLSENETFG
6006,COASTCORP
6018,ABSLAMC
6040,EIFFL
6045,PASUPTAC
6051,CYBERTECH
6062,LICNETFGSC
6066,ATGL
6068,AIROLAM
6125,GOODLUCK
6127,DIGJAMLMTD
6141,PANSARI
6164,BHAGCHEM
619,CENTENKA
6198,FCL
6216,CAMLINFINE
6218,SIKKO
6227,DTIL
6232,3IINFOLTD
625,ABREL
6262,SELMC
6278,MEDICAMEQ
628,CESC
6286,GULPOLY
6297,HEALTHY
6302,APOLSINHOT
634,IGARASHI
6353,NIFTYETF
6364,NATIONALUM
637,CHAMBLFERT
6385,CCHHL
6407,LAMBODHARA
641,DNAMEDIA
6422,MANORG
6445,TECHNOE
6446,CONSUMIETF
6462,TECH
6489,IRIS
6543,GRPLTD
6545,NYKAA
6579,FINOPB
6596,SONATSOFTW
6600,GENUSPAPER
6606,EQUAL50ADD
6643,SJS
6656,POLICYBZR
6673,FOODSIN
6705,PAYTM
6711,IVC
6713,MOLDTKPAC
6718,SAPPHIRE
6733,JINDALSTEL
676,EXIDEIND
6782,NIPPOBATRY
6792,SBC
6803,STEELCAS
6818,LATENTVIEW
6836,FOCUS
6843,SMLT
6848,GREENLAM
685,CHOLAFIN
6863,BAJAJHCARE
6908,VISHNU
6913,RPPL
694,CIPLA
6943,TARSONS
6944,GANECOS
6951,LINC
6961,MENONBE
6964,GOCOLORS
6973,DMCC
6994,BSOFT
7,AARTIIND
701,HEMIPROP
7016,SHIVALIK
703,DICIND
7030,ASIANENE
7048,HESTERBIO
7053,ACCELYA
7074,MAHKTECH
708,SHRADHA
7083,STARHEALTH
7105,TEGA
7109,JMA
714,SHALBY
7145,ANANDRATHI
715,SUDARCOLOR
7169,MICEL
7177,RATEGAIN
7196,BBETF0432
7200,SHRIRAMPPS
7211,JETFREIGHT
7218,SBIETFQLTY
722,SBIETFPB
7227,MAPMYINDIA
7229,HCLTECH
7242,METROBRAND
7254,MEDPLUS
7287,JTLIND
7325,DCMSRIND
7339,ABSLNN50ET
7353,SETFNN50
7358,DATAPATTNS
7361,SETFNIFBK
7374,STAR
7376,HPAL
739,COROMANDEL
7390,SUPRIYA
740,SBIETFIT
7406,GLENMARK
7411,NILASPACES
7412,ALPHA
7413,MANAKCOAT
742,COSMOFIRST
7420,MANAKALUCO
7422,MONQ50
7425,HECPROJECT
7451,NIFTYADD
7456,MIDQ50ADD
7506,WOCKPHARMA
7508,ZENTEC
7518,TREJHARA
7553,NRBBEARING
755881,EVIETF
7560,UNITEDPOLY
756015,CIFL
756020,TINNARUBR
756038,WAAREERTL
756086,GROWWMOM50
756150,SILVER360
756324,NPST
756782,KRISHIVAL
756802,OSWALPUMPS
756827,GROWWSLVR
756843,ABLBL
756871,ENRIN
756900,MON50EQUAL
756925,PRIMO
757,CRISIL
757014,THELEELA
757031,MOINFRA
757049,RAJOOENG
757096,AONENIFTY
757099,MOMGF
757102,BELRISE
757142,EQUAL50
757167,MONEXT50
757336,AEGISVOPAK
757431,MOPSE
757443,MOTOUR
757455,SNXT30BEES
757478,SCODATUBES
757515,DIGITIDE
757520,BLUSPRING
757545,TRAVELFOOD
757614,ARIS
757645,ATHERENERG
757658,FISCHER
757669,MOALPHA50
757725,LIQGRWBEES
757754,PICCADIL
757767,SAMBHV
757772,HDBFS
757781,TOP15IETF
757791,MOGOLD
757794,BRIGHOTEL
757801,IGCL
757814,GROWWNET
757817,MOMIDMTM
757834,RMDRIP
757845,INDIQUBE
757850,CRIZAC
757862,EBGNG
757885,ANTHEM
757919,BORANA
757938,BELLACASA
757946,QUALITY30
757953,EUROBOND
757955,PASHUPATI
757965,SMARTWORKS
758002,SHANTIGOLD
758115,JSLL
758145,LOTUSDEV
758150,MBEL
758165,GROWWPOWER
758173,PROSTARM
758300,GROWWLOVOL
758448,ALLTIME
758457,MOSILVER
758460,JSWCEMENT
758496,SBILIQETF
758551,RAYMONDREL
758558,KALPATARU
758563,ELLEN
758595,INTERNET
758667,MANUFGBEES
758675,EFCIL
758697,GROWWNIFTY
758700,ARFIN
758705,LTGILTCASE
758853,SGFIN
758858,CPPLUS
758889,SGMART
758904,AONEGOLD
758909,AMANTA
758941,CPEDU
758952,ELM250
758955,SML100CASE
758958,STLNETWORK
758968,AHCL
758973,VIKRAN
758986,GCSL
759007,ATLANTAELE
759012,GANESHCP
759041,IVALUE
759048,GKENERGY
759057,SAATVIKGL
759062,RHETAN
759079,DEVX
759084,URBANCO
759093,SHRINGARMS
759130,ABCOTS
759169,MWL
759210,TRUALT
759239,FINKURVE
759244,JAINREC
759251,EPACKPEB
759256,BMWVENTLTD
759265,TATACAP
759291,BLUESTONE
759302,NIFTYCASE
759311,CRAMC
759316,RUBICON
759342,PACEDIGITK
759355,SYSTMTXC
759368,FLEXIADD
759371,MONIFTY100
759374,MOENERGY
759381,MONEYBOXX
759397,SOLEX
759402,ADVANCE
759411,OMFREIGHT
759428,GROWWRLTY
759434,WEWORK
759439,PATELRMART
759448,SHREEJISPG
759453,VIKRAMSOLR
759458,GROWWNXT50
759466,ELIQUID
759477,CANHLIFE
759488,MOMENTUM30
759517,MIDWESTLTD
759522,GROWWSC250
759551,PIRAMALFIN
759569,ORKLAINDIA
759587,STUDDS
759605,LENSKART
759610,CHOICEGOLD
759719,GROWWMC150
759723,PWL
759728,EMMVEE
759752,MODIS
759769,ADVENTHTL
759780,ENERGY
759782,TMCV
759797,EUROPRATIK
759806,GROWW
759814,SMALL250
759820,PINELABS
759842,BETA
759847,SHILCTECH
759867,CAPILLARY
759876,UTLSOLAR
759880,TENNIND
759885,CHEMICAL
759891,MOIPO
759929,SOLARWORLD
759934,STYL
759951,JARO
759956,ARSSBL
759969,PAUSHAKLTD
759978,MSCIADD
759992,AONETMMQ50
759995,ESENSEX
759998,ENIFTY
760,CGPOWER
760001,MOSERVICE
760007,EXCELSOFT
760039,SUDEEPPHRM
760051,GROWWCAPM
760054,MOMNC
760073,JAYKAY
760101,SKFINDUS
760116,GLOTTIS
760125,FABTECH
760183,CLEANMAX
760188,SRTL
760193,AONESILVER
760204,MARKOLINES
760213,LGEINDIA
760224,VIDYAWIRES
760229,MEESHO
760234,AEQUS
760242,PNGSREVA
760247,ABSL10BANK
760254,CORONA
760259,WAKEFIT
760277,MODINATUR
7603,CMSINFO
760300,LEMERITE
760325,GOLDBND
760328,SILVERBND
760346,NEPHROPLUS
760351,PARKHOSPS
760356,MIDCAPADD
760359,SMALLADD
760407,ICICIAMC
760412,DIVIDEND
760415,TOP20
760433,KSHINTL
760438,GROWWMETAL
760482,TWCGOLDETF
760594,BUILDPRO
760599,NEXT50ADD
760657,ADVAIT
760673,GROWWCHEM
760709,NEXT50ETF
760715,HALDER
760726,BHARATCOAL
760740,AMAGI
760865,OMNI
760874,GROWWHOSPI
760891,DSFCL
760923,KNAGRI
760946,KWIL
760961,FRACTAL
760976,GROWWPSE
760981,AYE
760986,HEALTHCARE
761025,GICL
761030,INFRA
761037,CEINSYS
761046,DEFENCE
761056,BONLON
761066,ABSLMSCIN
761095,SBIMIDMOM
761099,INA
761153,SEDEMAC
761192,KRISHNADEF
761197,GKSL
761270,ALGOQUANT
761335,KOTYARK
761364,BANK10ADD
761386,MARSONS
761420,SINGERIND
761439,RSL
761469,SHADOWFAX
761494,BCPL
761506,HSBCGOLD
761511,VALUE
761514,GROWWPSUBK
761528,INNOVISION
761581,CMPDI
761670,AMIRCHAND
761675,SAIPARENT
761680,POWERICA
761688,SAHLIBHFI
761693,MOBANK10
761720,NIMBSPROJ
761741,SBINMID150
761814,TCC
761821,AARNAV
762239,GSPCROP
762432,OMPOWER
762518,3BBLACKBIO
762528,ABMKNO
762533,ACSTECH
762538,AKCAPIT
762543,AMBALALSA
762548,ASHIKA
762553,ASTAR
762558,AVAILFC
762563,BAJAJST
762568,BATLIBOI
762573,BEEKAY
762578,BENGALASM
762583,BI
762588,BIMETAL
762593,BIRLAPREC
762598,BLACKROSE
762603,BLIL
762608,BNAGROCHEM
762613,BNALTD
762618,BTTL
762623,COCKERILL
762628,COMFINTE
762633,DAICHI
762638,DECNGOLD
762643,DISAQ
762648,DRAGARWQ
762653,ELANTAS
762658,ELCIDIN
762663,ELITECON
762675,FEDDERSHOL
762680,FERMENTA
762685,FRONTSP
762690,GNRL
762695,GRANDOAK
7627,SHREERAMA
762700,GRAVISSHO
762705,HALDYNGL
762712,HBESD
762717,INDPRUD
762722,INVPRECQ
762727,IWP
762732,KAMAHOLD
762742,KIRANVYPAR
762747,KLBRENG-B
762752,KOTIC
762757,KPL
762762,LAHOTIOV
762767,MADHAVIPL
762772,MAFATIND
762777,MAJESAUT
762782,MCCHRLS-B
762787,MENNPIS
762792,MERCANTILE
762797,METROGLOBL
762802,MMWL
762807,NATIONSTD
762812,NEAGI
762817,NILE
762824,NITTAGELA
762829,PIONRINV
762834,PML
762839,PRADPME
762844,PRAVEG
762849,PREMCO
762854,QUINT
762859,RAJPALAYAM
762864,RRIL
762869,RSDFIN
762874,SAPPL
762879,SAYAJIHOTL
762884,SCANSTL
762889,SEIL
762894,SHARDUL
762899,SHBAJRG
762904,SHINDL
762909,SHRIKRISH
762914,SIKA
762919,SONAL
762924,SURYALA
762929,TAALTECH
762934,TAMBOLIIN
762939,TECHNVISN
762944,THACKER
762949,THAKDEV
762954,TIMEX
762961,ULTRAMAR
762966,VELJAN
762971,WELSPLSOL
762978,WPIL
762985,ZSARACOM
763294,KISSHT
7672,IMAGICAA
7679,MONARCH
772,DABUR
778,KEEPLEARN
7780,BCONCEPTS
781,DALMIASUG
7835,WEL
7838,NETF
7844,AUTOIETF
7848,BIL
7851,RAMCOSYS
7852,INOXWIND
7880,AUTOBEES
7886,MHLXMIRU
79,ALEMBICLTD
7902,LFIC
7929,ZYDUSLIFE
7936,AVANTIFEED
7942,SILVERIETF
7965,MALLCOM
7979,MAKEINDIA
7982,GRWRHITECH
8003,SILVER
8024,CINEVISTA
804,SHIVATEX
805,DCM
8050,MAHLIFE
8054,KTKBANK
8075,DALBHARAT
8077,MIDCAP
8080,SILVERBEES
8083,CROWN
811,DCMSHRIRAM
8110,AWL
8119,RPSGVENT
8124,AJANTPHARM
8146,DEVIT
8153,MEGASTAR
8163,SPENCERS
8167,MANYAVAR
817,DCW
8175,SAGARDEEP
8182,MOMOMENTUM
827,DEEPAKFERT
8311,BLUESTARCO
8342,GSEC5IETF
8413,MIDCAPETF
8469,MITCON
8477,XELPMOC
8479,TVSMOTOR
8506,MID150BEES
8510,GATEWAY
8529,GMRP&UI
8546,CHALET
857,DHAMPURSUG
8585,NLCINDIA
8596,MSUMI
8614,INDOBORAX
8632,LOWVOL1
8652,VETO
8654,MOLOWVOL
8687,MUKTAARTS
8696,VRLLOG
8727,SHAILY
8736,PNBGILTS
8797,OBCL
8806,SONAMLTD
881,DRREDDY
8825,PRIVISCL
8827,AVROIND
8828,GAEL
8840,USHAMART
8866,CHOICEIN
8882,TNIDETF
8890,VERANDA
8944,RITCO
8953,ELDEHSG
8954,TTML
8962,HARDWYN
8968,HARIOMPIPE
8998,UMIYA-MRO
9007,NOVARTIND
9014,ANUP
9020,VCL
9039,UFO
9046,AGROPHOS
9049,ROTO
9087,PIXTRANS
910,EICHERMOT
9111,ARVINDFASN
9116,INDOAMIN
9117,TIPSMUSIC
913,EQUITASBNK
9158,BALAJITELE
916,EIDPARRY
9168,SNXT50BETA
919,EIHOTEL
9219,TPLPLASTEH
9253,NILAINFRA
926,ORCHPHARMA
9260,ARROWGREEN
928,ELECTCAST
9288,KRITIKA
9305,STARTECK
9348,IOB
9354,TAJGVK
9356,MSTCLTD
936,DPABHUSHAN
9362,CAMPUS
937,ELGIEQUIP
9378,TRU
9384,CREATIVEYE
9385,PNCINFRA
940,PGHL
9408,RAINBOW
9422,SILVERTUC
9428,SKIPPER
9436,AXISCADES
9480,LICI
9539,SAKAR
955,ESABINDIA
9552,RVNL
9553,PRUDENT
9558,AKSHAR
9576,MAHESHWARI
958,ESCORTS
9581,METROPOLIS
9590,POLYCAB
9592,VENUSPIPES
9599,DELHIVERY
9617,SPLPETRO
9641,KHANDSE
9652,RELCHEMQ
9667,MEDICO
9668,HIKAL
9678,SOUTHWEST
9683,KPITTECH
9685,TRIDENT
9741,PARADEEP
9750,ETHOSLTD
9756,EMUDHRA
981,EPL
9810,AETHER
9819,HAVELLS
9847,NV20BEES
9867,NEXTMEDIA
9874,GOLDTECH
9879,CHEVIOT
9889,SMARTLINK
9897,AIRAN
9902,AXITA
9917,NEOGEN
9921,ALANKIT
993,EVERESTIND
9939,ONEPOINT
999,EUROTEXIND
